current_activity,precision,smoothness,lifts,time_spent,recommended_activity
Shapes,0.6319199295349397,1.33,1,28.17019659997135,Shapes
Numbers,0.7273814757606186,1.77,6,45.040420900087014,Numbers_Review
Letters,0.43926563815822245,1.01,0,21.779411412233877,Letters_Review
Words,0.5633117360229407,1.43,2,20.174399727765625,Words
Shapes,0.33195490068211986,1.33,3,58.830881865750456,Shapes_Review
Numbers,0.7276335699519593,1.0,0,53.47668359074899,Numbers
Letters,0.6689498623368497,1.16,0,26.311025349046577,Letters
Numbers,0.632674533229945,1.76,6,32.22867505347142,Numbers_Review
Shapes,0.9285305055957394,1.37,3,24.99646987365331,Shapes
Shapes,0.3804021068810555,1.3,2,12.869592184413676,Shapes_Review
Shapes,0.7583457498489705,1.23,1,39.8904006700757,Letters
MathBasics,0.3526884221788224,1.28,2,30.5365771745506,MathBasics_Review
Shapes,0.9351050224182731,1.61,7,43.06713394723622,Shapes_Review
Letters,0.6498529295721863,1.75,6,55.49650790798593,Letters_Review
Lines,0.8425071833119293,1.83,6,32.17816727492514,Lines_Review
MathBasics,0.5625146362432483,1.44,3,47.846382967072074,MathBasics
Shapes,0.8868125438528525,1.54,6,31.34291643975448,Shapes_Review
Words,0.5836717097034774,1.58,6,53.70068356543578,Words_Review
MathBasics,0.6792283100061078,1.61,6,51.13514608586032,MathBasics_Review
Words,0.4977962608774761,1.23,1,51.97266171047754,Words_Review
Words,0.4310199496109562,1.65,5,35.65949458549149,Words_Review
Letters,0.6207059283327779,1.53,6,10.477167653361333,Letters_Review
Letters,0.939148573562282,1.46,4,10.357104088412253,Letters
Lines,0.4218314644373026,1.39,4,32.511814333630866,Lines_Review
Letters,0.968923876582223,1.14,2,36.07754919554836,Numbers
Lines,0.49164100224092094,1.33,4,48.29342128312658,Lines_Review
Lines,0.8266502101214577,1.05,0,19.439701388672223,Shapes
MathBasics,0.6108005683007278,1.1,2,49.175075129395445,MathBasics
MathBasics,0.7144640058833885,1.59,5,31.641996052858616,MathBasics_Review
Shapes,0.47059396076695514,1.81,6,54.371226768518014,Shapes_Review
Shapes,0.6314362861085492,1.54,3,56.34537810729321,Shapes
Numbers,0.6079208675933422,1.49,5,54.52204740005429,Numbers_Review
Words,0.694284111712453,1.69,5,57.60719585381757,Words_Review
Lines,0.979179196354645,1.24,2,51.029589466207405,Shapes
Letters,0.7964011703349858,1.39,4,35.523006567322064,Letters
Numbers,0.3784467048878786,1.34,1,25.160989192212526,Numbers_Review
MathBasics,0.5277172372931498,1.58,4,27.359608378110597,MathBasics_Review
Words,0.8512648278295625,1.3,2,43.985238928841696,MathBasics
Shapes,0.9533074858845216,1.21,3,49.4100464933353,Shapes
Shapes,0.6059616985028244,1.27,3,47.434923921957754,Shapes
Shapes,0.49550761558095613,1.41,2,21.835765292243487,Shapes_Review
Words,0.3378806485583667,1.07,0,52.6658593333293,Words_Review
Words,0.45453751642057033,1.2,2,15.18781717679282,Words_Review
Shapes,0.97339391599776,1.5,3,16.666340817128756,Shapes
Letters,0.4159145078755166,1.0,0,54.78631777575573,Letters_Review
Lines,0.8316102816315338,1.78,7,26.792174351965798,Lines_Review
Letters,0.5326072155671376,1.27,3,45.27450123365583,Letters_Review
Words,0.6430619883572883,1.56,6,17.177237797188397,Words_Review
Numbers,0.648746757976354,1.8,7,58.348425730915764,Numbers_Review
Shapes,0.7449555925639432,1.2,0,38.46032315647139,Shapes
MathBasics,0.9295626146215918,1.03,1,28.60217839061037,ReadSimple
MathBasics,0.4784898053724019,1.0,0,53.35300911894737,MathBasics_Review
Letters,0.9515339214670573,1.54,4,35.6977723345354,Letters
Numbers,0.5196329845602705,1.38,3,26.049852282044892,Numbers_Review
MathBasics,0.48140500326426827,1.62,7,46.82365873095364,MathBasics_Review
Numbers,0.8587916435500653,1.01,0,27.67365960303603,Words
Numbers,0.9449938227094623,1.31,3,19.612895923404597,Numbers
Numbers,0.6495757061210059,1.2,1,32.235638842916785,Numbers
Shapes,0.8347055256686275,1.75,6,44.06410552662169,Shapes_Review
Numbers,0.5590054465847705,1.52,6,43.84361379137882,Numbers_Review
MathBasics,0.970811433068776,1.39,2,20.548494530997523,ReadSimple
MathBasics,0.8540596939160878,1.38,4,33.01645253213825,MathBasics
MathBasics,0.760458577336735,1.17,2,13.633279379057836,ReadSimple
Lines,0.7217596972935618,1.63,7,53.884608941392415,Lines_Review
Lines,0.48437673229879985,1.35,2,30.55721682399935,Lines_Review
Letters,0.6462120807866873,1.64,4,29.545871342058113,Letters_Review
Letters,0.5844751490957554,1.22,3,22.082946040959257,Letters
MathBasics,0.5438897268579922,1.87,7,35.2962900073197,MathBasics_Review
Numbers,0.8076901791580586,1.54,4,27.983778061153387,Numbers
Lines,0.34141576939992424,1.17,0,59.64717328914536,Lines_Review
Shapes,0.5239779031254115,1.26,2,53.311643513383515,Shapes_Review
Letters,0.8519063698225002,1.44,2,50.80461764571307,Letters
Words,0.7711857558728562,1.54,6,12.628719890550158,Words_Review
Words,0.7145836976275286,1.74,7,32.898160724476774,Words_Review
MathBasics,0.6864226590627625,1.39,4,10.10382588000406,MathBasics
Shapes,0.6939331138961533,1.69,6,18.707834619769816,Shapes_Review
Numbers,0.6527485360380023,1.76,7,11.354056683502552,Numbers_Review
Words,0.5109599929463993,1.13,0,16.23066928391637,Words_Review
Shapes,0.47551319735792197,1.0,0,37.69897436100403,Shapes_Review
Words,0.8900374265850826,1.52,4,25.206192473401806,Words
MathBasics,0.8494109831141328,1.55,5,41.420347882049484,MathBasics_Review
Lines,0.867340861109591,1.39,4,48.23881210625446,Lines
Shapes,0.6595209775211557,1.53,6,51.18731939754002,Shapes_Review
Words,0.5958099241513519,1.59,6,24.8268794810131,Words_Review
Letters,0.7703175133418563,1.04,1,21.016369671879126,Numbers
MathBasics,0.3989505282954042,1.43,3,36.20981355316537,MathBasics_Review
Letters,0.9192521968610441,1.49,3,53.3999795947545,Letters
Words,0.3511895273231381,1.08,1,41.075936201702426,Words_Review
Shapes,0.9116005150737811,1.43,2,29.252902785948084,Shapes
Shapes,0.959253811596201,1.64,7,45.51757503561661,Shapes_Review
Lines,0.9339967363109234,1.52,5,41.95539234973532,Lines_Review
Numbers,0.6155202911735698,1.93,7,23.956523538713483,Numbers_Review
Lines,0.9787759372126199,1.39,2,46.26631953679391,Shapes
MathBasics,0.9634093050265236,1.34,2,14.588880323558792,ReadSimple
Letters,0.7401926513737019,1.19,2,36.95955397568165,Letters
Lines,0.9200366272868239,1.47,5,39.41828446088283,Lines_Review
Shapes,0.8619454118883774,1.49,3,39.63480333214389,Shapes
Lines,0.5902884149198457,1.53,3,49.21356496533585,Lines
Shapes,0.5119239833251612,1.52,5,56.57394962983403,Shapes_Review
Lines,0.9671105063330365,1.54,4,27.76419871184613,Lines
Words,0.7756832951785562,1.61,6,23.40716148059604,Words_Review
MathBasics,0.7535164699386565,1.81,7,11.989856366782627,MathBasics_Review
Numbers,0.7867004299593408,1.46,4,32.45188801849808,Numbers
Words,0.8911595646747961,1.19,2,51.06297101864227,MathBasics
Letters,0.3933144596994723,1.0,0,53.8560233831144,Letters_Review
Words,0.7567289570785711,1.72,5,15.093938206977828,Words_Review
Words,0.8168237332261581,1.41,3,35.70116849382549,Words
Shapes,0.5328286838411845,1.84,7,39.126688872036794,Shapes_Review
Shapes,0.6960558522840412,1.67,7,53.48082288661308,Shapes_Review
Words,0.3387616235353151,1.54,6,29.829528719316485,Words_Review
MathBasics,0.333323158580466,1.75,5,20.14266193639326,MathBasics_Review
Lines,0.537737791189251,1.84,6,59.7387477286953,Lines_Review
Words,0.7999553923090852,1.35,2,51.9199819046095,MathBasics
Words,0.7591569695421854,1.6,6,44.47085669356623,Words_Review
Shapes,0.38830276912415906,1.12,0,47.961948982849755,Shapes_Review
Shapes,0.6487280464558965,1.18,0,15.282517272446535,Shapes
Words,0.5191808806392089,1.55,4,49.07310443773546,Words_Review
Shapes,0.33822545571271734,1.63,4,34.861459750999785,Shapes_Review
Numbers,0.7355041463154119,1.0,0,31.599468573172043,Numbers
Words,0.6942591338064094,1.77,6,49.446351197443974,Words_Review
MathBasics,0.7224340407265137,1.37,4,55.7417474998439,MathBasics
Shapes,0.8161042456607408,1.27,3,21.11413833192926,Shapes
Letters,0.7392309672556667,1.6,5,54.75382795809225,Letters_Review
Shapes,0.7037055415379385,1.82,6,34.67033502066976,Shapes_Review
Words,0.5757207399046845,1.34,1,10.116170306596514,Words
Lines,0.541092782003453,1.66,6,51.651713197053496,Lines_Review
Numbers,0.48066618410905915,1.33,1,19.833361619515365,Numbers_Review
Shapes,0.9167501525380057,1.69,6,21.15431672644874,Shapes_Review
Words,0.9430862737398966,1.36,3,36.044289135033964,Words
Letters,0.5065398314330676,1.6,5,26.784120032142084,Letters_Review
Shapes,0.6490171431079007,1.35,4,17.06917771081701,Shapes
Letters,0.7988771314478249,1.36,4,14.88050190544958,Letters
Numbers,0.4610576400056514,1.23,1,27.703228117754705,Numbers_Review
MathBasics,0.45598758146497975,1.42,3,44.13355762313797,MathBasics_Review
Words,0.3265243661187163,1.48,4,31.549186442410157,Words_Review
Letters,0.8660259083572974,1.46,5,27.087442116296366,Letters_Review
MathBasics,0.6175721492347843,1.14,0,59.280036697640014,MathBasics
Letters,0.8430179699288074,1.4,2,21.180630989633237,Letters
Shapes,0.560326708442536,1.28,3,34.461943071388724,Shapes
Numbers,0.5110522045935216,1.06,0,14.917246079510656,Numbers_Review
Letters,0.418851273714955,1.52,4,21.966614327367928,Letters_Review
Numbers,0.3457535367866299,1.0,0,23.571543213802663,Numbers_Review
Shapes,0.7903171694105529,1.78,6,25.78605648852443,Shapes_Review
Words,0.5036982973381301,1.29,1,17.30482827706601,Words_Review
Letters,0.7435511567165434,1.16,2,53.42764153929188,Letters
MathBasics,0.311500703946693,1.06,1,55.63025134415552,MathBasics_Review
Lines,0.8477373113019262,1.53,4,23.25853705916778,Lines
Numbers,0.4610223581102024,1.88,7,35.14377600327924,Numbers_Review
MathBasics,0.9721735294510272,1.36,4,58.21766170179932,MathBasics
MathBasics,0.654778724820207,1.29,1,23.585879944908985,MathBasics
Lines,0.47724992528639687,1.24,0,27.111276238945226,Lines_Review
MathBasics,0.6499020174368428,1.45,2,18.3269256748635,MathBasics
Lines,0.31260123884414664,1.44,5,12.831277868877901,Lines_Review
Numbers,0.834823885199123,1.9,7,34.837171400299226,Numbers_Review
Shapes,0.342964505864954,1.06,1,46.59363686432504,Shapes_Review
Lines,0.811936283062141,1.53,5,13.534830409218308,Lines_Review
Letters,0.9774326552703543,1.3,1,41.74648650588719,Numbers
MathBasics,0.8415456913814019,1.28,1,54.55108414836057,ReadSimple
Numbers,0.7109270054786057,1.55,6,55.51083274833223,Numbers_Review
Numbers,0.36362039670038815,1.5,5,42.18599031624729,Numbers_Review
MathBasics,0.44382458951160225,1.72,6,18.637837812310494,MathBasics_Review
Shapes,0.41050752440227023,1.15,0,19.617318157695752,Shapes_Review
Letters,0.5766061490289636,1.74,6,10.954959967686293,Letters_Review
Letters,0.3135815941530591,1.18,1,31.764636209381706,Letters_Review
Shapes,0.3050749354837092,1.55,6,47.320991500492454,Shapes_Review
Words,0.7979090602923111,1.63,6,59.11280304683074,Words_Review
Numbers,0.5391696757150435,1.29,1,41.40152322847685,Numbers_Review
Shapes,0.7063900591108522,1.73,6,53.35058034553002,Shapes_Review
Lines,0.6317721327899253,1.32,1,12.786399285049225,Lines
Words,0.9770387201385575,1.05,1,32.075196164058745,MathBasics
Shapes,0.9233940821207478,1.4,5,55.2226405781247,Shapes_Review
Shapes,0.6986401391709178,1.63,7,40.93734912288031,Shapes_Review
MathBasics,0.4671566391753507,1.56,5,51.58623156525449,MathBasics_Review
Shapes,0.6624775972644036,1.41,2,41.85429444273578,Shapes
Shapes,0.9323562039703781,1.57,4,32.343709760021945,Shapes
Letters,0.3345457609884807,1.52,3,30.31661154818839,Letters_Review
Letters,0.9341695011024778,1.13,2,35.863608487715524,Numbers
Letters,0.7531569671925449,1.85,7,41.555851394611736,Letters_Review
Shapes,0.9567689347891568,1.54,3,58.11064550579724,Shapes
Lines,0.7879417402010043,1.3,4,58.64220793300112,Lines
Words,0.9068789838873679,1.31,4,35.45789827813013,Words
Letters,0.6626496864719438,1.17,2,44.23625819405023,Letters
Letters,0.731980191404175,1.58,6,30.556363912968962,Letters_Review
Letters,0.5489569201915507,1.02,0,58.2804915690442,Letters_Review
Shapes,0.4828227007748367,1.29,1,44.012534416518704,Shapes_Review
Shapes,0.9665776213152193,1.22,1,49.50416249857189,Letters
Lines,0.38269157635667883,1.53,5,25.445886142188304,Lines_Review
Words,0.8514359310173751,1.35,4,52.20929479120408,Words
Numbers,0.6290365399036961,1.54,4,43.61741338214324,Numbers
Shapes,0.9368154652909535,1.28,3,50.6855135378654,Shapes
MathBasics,0.8474810619531721,1.73,5,17.39262189311919,MathBasics_Review
Words,0.33390489955143166,1.24,0,28.85038559793723,Words_Review
MathBasics,0.5717674414183125,1.12,2,58.01833873110651,MathBasics
Lines,0.30952987191771875,1.0,0,10.718647588888881,Lines_Review
Words,0.8594070785666905,1.62,4,57.66581861004803,Words_Review
Numbers,0.6392982020701392,1.44,5,43.366592483384665,Numbers_Review
Lines,0.8203012179056595,1.69,5,26.172142755009837,Lines_Review
Lines,0.417222726231513,1.51,4,20.65176599216321,Lines_Review
Lines,0.9543898790872205,1.4,3,48.126701888776736,Lines
Words,0.32131301482402935,1.74,5,50.891103678309534,Words_Review
Words,0.6093706782148611,1.58,5,53.322553162452074,Words_Review
Numbers,0.6714483680889787,1.1,1,23.03375788702968,Numbers
Shapes,0.8821844629563689,1.67,5,55.87724472981724,Shapes_Review
Numbers,0.38765375784997924,1.22,1,10.79601336313993,Numbers_Review
Numbers,0.5421257634010184,1.03,1,44.837740746770216,Numbers_Review
Words,0.46026412351160173,1.18,0,48.15750288727806,Words_Review
Shapes,0.8892850682449422,1.1,1,12.225451963808567,Letters
Letters,0.4093849995698665,1.3,1,32.66337303775107,Letters_Review
Lines,0.3536723014261204,1.48,4,56.80815207754983,Lines_Review
Lines,0.5439343732913471,1.6,4,29.709524729995398,Lines_Review
Words,0.8477170724675989,1.69,5,52.339250093487266,Words_Review
Shapes,0.6997735809284739,1.8,7,34.59640120195647,Shapes_Review
Letters,0.9176761029652465,1.72,7,34.32413828662114,Letters_Review
Numbers,0.9652649492205285,1.71,7,57.46405858779919,Numbers_Review
Shapes,0.4159658732507936,1.41,5,25.354387168012437,Shapes_Review
Letters,0.6699938642788386,1.7,7,14.100537060409382,Letters_Review
Words,0.9565521843996412,1.26,3,23.90560837769017,Words
MathBasics,0.6112799366388112,1.23,3,46.550517456974156,MathBasics
Words,0.3143818798776031,1.2,2,34.463963052580155,Words_Review
Lines,0.9428087873711128,1.32,4,47.099769556308615,Lines
Shapes,0.8564443464187796,1.12,1,53.71990158541654,Letters
Shapes,0.5916413847884029,1.14,2,55.29558356173238,Shapes
Lines,0.6530607427303528,1.27,3,14.096921951907307,Lines
Words,0.6966278140545856,1.42,2,28.812966466521097,Words
Shapes,0.3865129231171673,1.53,4,45.119936054029935,Shapes_Review
Numbers,0.7954731751754913,1.44,5,12.601187751472345,Numbers_Review
Letters,0.5607037472697589,1.38,2,50.11368485737389,Letters
Numbers,0.794724770516497,1.2,2,17.563214223133798,Words
Words,0.4364847331813787,1.33,4,36.98308944515762,Words_Review
Shapes,0.7219786559759518,1.53,3,30.524935684868968,Shapes
Letters,0.8452416119153503,1.44,2,33.56608970525342,Letters
Words,0.3802440981011749,1.18,1,18.405904879886258,Words_Review
MathBasics,0.57446560878353,1.1,0,57.30934469956306,MathBasics
Numbers,0.41790932502016115,1.57,6,13.145373800901197,Numbers_Review
Lines,0.8054799689876084,1.33,2,59.780952981135336,Shapes
Words,0.4052545036953561,1.46,3,10.792592111593816,Words_Review
Words,0.4731713608051741,1.47,5,32.50320852078791,Words_Review
Letters,0.33802991808719346,1.16,1,25.131159146437753,Letters_Review
Lines,0.3370663086413293,1.41,2,17.97699783442118,Lines_Review
MathBasics,0.681884265244292,1.32,3,38.58394391748693,MathBasics
Words,0.44288008763934583,1.64,6,15.507114145948321,Words_Review
MathBasics,0.8458342356284947,1.43,5,28.004981539105664,MathBasics_Review
Letters,0.3990274797596879,1.37,4,15.047081277819942,Letters_Review
Letters,0.7342973925618755,1.89,7,22.172130838270533,Letters_Review
Lines,0.9494429672458407,1.74,7,45.164002702112526,Lines_Review
Shapes,0.6547640249295044,1.33,1,14.520948889583037,Shapes
Numbers,0.6289097597398199,1.42,5,30.1130206841771,Numbers_Review
Shapes,0.9043516889501853,1.42,4,30.048516334417588,Shapes
Words,0.37128830810007407,1.13,1,17.6706441194544,Words_Review
Shapes,0.40295910187653783,1.14,1,28.080365921269475,Shapes_Review
MathBasics,0.5579127063747302,1.54,6,41.4103298546522,MathBasics_Review
Numbers,0.3478756464337096,1.4,3,29.511927479199752,Numbers_Review
Numbers,0.30269276124825706,1.33,3,18.72492431989776,Numbers_Review
Numbers,0.4082281771158043,1.5,3,42.536219216690014,Numbers_Review
Words,0.4465487431324828,1.26,1,37.20630009815504,Words_Review
Letters,0.7125670173396026,1.6,7,19.37636114560833,Letters_Review
MathBasics,0.35857232465334465,1.2,2,54.593656500420494,MathBasics_Review
Letters,0.3122951426998661,1.51,6,29.431547280355137,Letters_Review
Lines,0.8,1.0,0,15.0,Shapes
Lines,0.8,1.0,1,20.0,Shapes
Lines,0.8,1.1,0,15.0,Shapes
Lines,0.8,1.1,1,20.0,Shapes
Lines,0.8,1.2,0,15.0,Shapes
Lines,0.8,1.2,1,20.0,Shapes
Lines,0.85,1.0,0,15.0,Shapes
Lines,0.85,1.0,1,20.0,Shapes
Lines,0.85,1.1,0,15.0,Shapes
Lines,0.85,1.1,1,20.0,Shapes
Lines,0.85,1.2,0,15.0,Shapes
Lines,0.85,1.2,1,20.0,Shapes
Lines,0.9,1.0,0,15.0,Shapes
Lines,0.9,1.0,1,20.0,Shapes
Lines,0.9,1.1,0,15.0,Shapes
Lines,0.9,1.1,1,20.0,Shapes
Lines,0.9,1.2,0,15.0,Shapes
Lines,0.9,1.2,1,20.0,Shapes
Lines,0.95,1.0,0,15.0,Shapes
Lines,0.95,1.0,1,20.0,Shapes
Lines,0.95,1.1,0,15.0,Shapes
Lines,0.95,1.1,1,20.0,Shapes
Lines,0.95,1.2,0,15.0,Shapes
Lines,0.95,1.2,1,20.0,Shapes
Lines,0.4,1.8,5,45.0,Lines_Review
Lines,0.3,1.9,7,50.0,Lines_Review
Shapes,0.8,1.0,0,15.0,Letters
Shapes,0.8,1.0,1,20.0,Letters
Shapes,0.8,1.1,0,15.0,Letters
Shapes,0.8,1.1,1,20.0,Letters
Shapes,0.8,1.2,0,15.0,Letters
Shapes,0.8,1.2,1,20.0,Letters
Shapes,0.85,1.0,0,15.0,Letters
Shapes,0.85,1.0,1,20.0,Letters
Shapes,0.85,1.1,0,15.0,Letters
Shapes,0.85,1.1,1,20.0,Letters
Shapes,0.85,1.2,0,15.0,Letters
Shapes,0.85,1.2,1,20.0,Letters
Shapes,0.9,1.0,0,15.0,Letters
Shapes,0.9,1.0,1,20.0,Letters
Shapes,0.9,1.1,0,15.0,Letters
Shapes,0.9,1.1,1,20.0,Letters
Shapes,0.9,1.2,0,15.0,Letters
Shapes,0.9,1.2,1,20.0,Letters
Shapes,0.95,1.0,0,15.0,Letters
Shapes,0.95,1.0,1,20.0,Letters
Shapes,0.95,1.1,0,15.0,Letters
Shapes,0.95,1.1,1,20.0,Letters
Shapes,0.95,1.2,0,15.0,Letters
Shapes,0.95,1.2,1,20.0,Letters
Shapes,0.4,1.8,5,45.0,Shapes_Review
Shapes,0.3,1.9,7,50.0,Shapes_Review
Letters,0.8,1.0,0,15.0,Numbers
Letters,0.8,1.0,1,20.0,Numbers
Letters,0.8,1.1,0,15.0,Numbers
Letters,0.8,1.1,1,20.0,Numbers
Letters,0.8,1.2,0,15.0,Numbers
Letters,0.8,1.2,1,20.0,Numbers
Letters,0.85,1.0,0,15.0,Numbers
Letters,0.85,1.0,1,20.0,Numbers
Letters,0.85,1.1,0,15.0,Numbers
Letters,0.85,1.1,1,20.0,Numbers
Letters,0.85,1.2,0,15.0,Numbers
Letters,0.85,1.2,1,20.0,Numbers
Letters,0.9,1.0,0,15.0,Numbers
Letters,0.9,1.0,1,20.0,Numbers
Letters,0.9,1.1,0,15.0,Numbers
Letters,0.9,1.1,1,20.0,Numbers
Letters,0.9,1.2,0,15.0,Numbers
Letters,0.9,1.2,1,20.0,Numbers
Letters,0.95,1.0,0,15.0,Numbers
Letters,0.95,1.0,1,20.0,Numbers
Letters,0.95,1.1,0,15.0,Numbers
Letters,0.95,1.1,1,20.0,Numbers
Letters,0.95,1.2,0,15.0,Numbers
Letters,0.95,1.2,1,20.0,Numbers
Letters,0.4,1.8,5,45.0,Letters_Review
Letters,0.3,1.9,7,50.0,Letters_Review
Numbers,0.8,1.0,0,15.0,Words
Numbers,0.8,1.0,1,20.0,Words
Numbers,0.8,1.1,0,15.0,Words
Numbers,0.8,1.1,1,20.0,Words
Numbers,0.8,1.2,0,15.0,Words
Numbers,0.8,1.2,1,20.0,Words
Numbers,0.85,1.0,0,15.0,Words
Numbers,0.85,1.0,1,20.0,Words
Numbers,0.85,1.1,0,15.0,Words
Numbers,0.85,1.1,1,20.0,Words
Numbers,0.85,1.2,0,15.0,Words
Numbers,0.85,1.2,1,20.0,Words
Numbers,0.9,1.0,0,15.0,Words
Numbers,0.9,1.0,1,20.0,Words
Numbers,0.9,1.1,0,15.0,Words
Numbers,0.9,1.1,1,20.0,Words
Numbers,0.9,1.2,0,15.0,Words
Numbers,0.9,1.2,1,20.0,Words
Numbers,0.95,1.0,0,15.0,Words
Numbers,0.95,1.0,1,20.0,Words
Numbers,0.95,1.1,0,15.0,Words
Numbers,0.95,1.1,1,20.0,Words
Numbers,0.95,1.2,0,15.0,Words
Numbers,0.95,1.2,1,20.0,Words
Numbers,0.4,1.8,5,45.0,Numbers_Review
Numbers,0.3,1.9,7,50.0,Numbers_Review
Words,0.8,1.0,0,15.0,MathBasics
Words,0.8,1.0,1,20.0,MathBasics
Words,0.8,1.1,0,15.0,MathBasics
Words,0.8,1.1,1,20.0,MathBasics
Words,0.8,1.2,0,15.0,MathBasics
Words,0.8,1.2,1,20.0,MathBasics
Words,0.85,1.0,0,15.0,MathBasics
Words,0.85,1.0,1,20.0,MathBasics
Words,0.85,1.1,0,15.0,MathBasics
Words,0.85,1.1,1,20.0,MathBasics
Words,0.85,1.2,0,15.0,MathBasics
Words,0.85,1.2,1,20.0,MathBasics
Words,0.9,1.0,0,15.0,MathBasics
Words,0.9,1.0,1,20.0,MathBasics
Words,0.9,1.1,0,15.0,MathBasics
Words,0.9,1.1,1,20.0,MathBasics
Words,0.9,1.2,0,15.0,MathBasics
Words,0.9,1.2,1,20.0,MathBasics
Words,0.95,1.0,0,15.0,MathBasics
Words,0.95,1.0,1,20.0,MathBasics
Words,0.95,1.1,0,15.0,MathBasics
Words,0.95,1.1,1,20.0,MathBasics
Words,0.95,1.2,0,15.0,MathBasics
Words,0.95,1.2,1,20.0,MathBasics
Words,0.4,1.8,5,45.0,Words_Review
Words,0.3,1.9,7,50.0,Words_Review
MathBasics,0.8,1.0,0,15.0,ReadSimple
MathBasics,0.8,1.0,1,20.0,ReadSimple
MathBasics,0.8,1.1,0,15.0,ReadSimple
MathBasics,0.8,1.1,1,20.0,ReadSimple
MathBasics,0.8,1.2,0,15.0,ReadSimple
MathBasics,0.8,1.2,1,20.0,ReadSimple
MathBasics,0.85,1.0,0,15.0,ReadSimple
MathBasics,0.85,1.0,1,20.0,ReadSimple
MathBasics,0.85,1.1,0,15.0,ReadSimple
MathBasics,0.85,1.1,1,20.0,ReadSimple
MathBasics,0.85,1.2,0,15.0,ReadSimple
MathBasics,0.85,1.2,1,20.0,ReadSimple
MathBasics,0.9,1.0,0,15.0,ReadSimple
MathBasics,0.9,1.0,1,20.0,ReadSimple
MathBasics,0.9,1.1,0,15.0,ReadSimple
MathBasics,0.9,1.1,1,20.0,ReadSimple
MathBasics,0.9,1.2,0,15.0,ReadSimple
MathBasics,0.9,1.2,1,20.0,ReadSimple
MathBasics,0.95,1.0,0,15.0,ReadSimple
MathBasics,0.95,1.0,1,20.0,ReadSimple
MathBasics,0.95,1.1,0,15.0,ReadSimple
MathBasics,0.95,1.1,1,20.0,ReadSimple
MathBasics,0.95,1.2,0,15.0,ReadSimple
MathBasics,0.95,1.2,1,20.0,ReadSimple
MathBasics,0.4,1.8,5,45.0,MathBasics_Review
MathBasics,0.3,1.9,7,50.0,MathBasics_Review
ReadSimple,0.9,1.1,0,15.0,ReadSimple
ReadSimple,0.4,1.8,5,45.0,ReadSimple_Review
